accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	base_capture_points	base_defense_points	base_xp	battles	bigImage	big_image	caliber	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	dpm1	dpm2	dpm3	forwardSpeed	frags	gunDepression	gunElevation	hit_rate	hp	image	intraClipReload	isPrem	life_time	maxAmmo	name	nation	pen1	pen2	pen3	pen_rate	penetrations	player_winrate	player_wn8	potentialDamage	potential_damage_received	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	shots_fired	sniper_damage	specificPower	spots	spotting_assist	survival	tank_id	tier	tracking_assist	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight	winrate	winrate_differential	wn8	wnx
0.35	2	280	280	370	20	0.75	0.3	400	116767	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB41_Challenger.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB41_Challenger.png	94	TD	864	27	808	5.19	1168	2153.846153846154	2153.846153846154	2846.153846153846	52	0.7	10	20	60.74	950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB41_Challenger.png		False	289	30	Challenger	UK	220	252	47	75.64	3.92	48.45	1009	8400	845	700	7.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	878	1098	878	8.54	410	20.961849434030064	0.48	159	25.76	14161	7	31	34	0.08	18	0.22	0.24	370	33394	49	0.55	1036	1090
0.34	2.2	390	390	480	20	0.54	0.29	530	720474	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F114_Projet_4_1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F114_Projet_4_1.png	105	MT	1580	137	1531	5.71	1604	1799.9999999999998	1799.9999999999998	2215.3846153846152	60	0.89	7.5	11	74.93	1750	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F114_Projet_4_1.png	4	True	295	32	Char Futur 4	France	264	330	53	77.02	4.4	49.47	1272	12480	1620	620	40	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1461	1060	1060	7.62	508	23.220973782771537	1.14	458	26.89	60481	9	53	36	0.18	30	0.21	0.21	380	26700	49.82	0.35	1338	1390
0.38	2.8	200	200	370	20	0.29	0.21	512	119540	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F118_Char_Mle_75.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F118_Char_Mle_75.png	100	LT	1125	88	1086	6.93	1605	1515.7708558514298	1515.7708558514298	2804.176083325145	55	0.65	8	15	67.07	1150	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F118_Char_Mle_75.png	3.500583430571762	True	221	42	Char Mle. 75	France	200	240	53	78.39	5.43	52.69	1802	8400	1168	850	42	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1050	1350	800	10.33	208	28.985507246376812	2.56	805	16.03	32321	9	29	60	0.04	65	0.17	0.17	370	29325	50.29	-2.4	1564	1556
0.35	2.7	390	390	480	20	0.45	0.28	539	79806	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F119_Char_Murat.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F119_Char_Murat.png	105	MT	1733	153	1440	6.29	1517	1755	1755	2160	60	0.94	12	15	74.78	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F119_Char_Murat.png	2.5	True	299	60	Char Murat	France	248	300	53	76.23	4.8	51.23	1622	23400	1569	850	35	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1280	960	930	8.41	611	19.01565995525727	0.93	370	27.42	32577	9	61	45	0.08	40	0.23	0.23	390	44700	50.24	-0.99	1579	1506
0.35	2.4	390	480	480	20	0.71	0.26	440	281636	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB80_Charioteer.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB80_Charioteer.png	105	TD	1131	21	997	4.77	1263	2316.831683168317	2851.4851485148515	2851.4851485148515	52	0.73	10	12	63.44	1200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB80_Charioteer.png		False	312	30	Charioteer	UK	268	210	105	72.18	3.45	48.84	1100	11700	1023	700	10.1	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	1478	1173	1173	7.53	569	23.317788141239173	0.43	197	28.67	14673	8	40	42	0.1	18	0.25	0.25	370	30020	48.18	-0.66	1132	1136
0.44	3.5	440	440	530	15	0.93	0.19	667	7886	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB111_Charlemagne.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB111_Charlemagne.png	119.38	HT	1919	805	1385	6.3	1363	1580.8383233532936	1580.8383233532936	1904.1916167664672	35	1.04	10	15	77.79	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB111_Charlemagne.png		True	294	60	Charlemagne	UK	220	270	60	75.38	4.75	53.36	1922	26400	2211	750	16.7	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	597	924	597	8.1	212	16.778523489932887	1.24	346	32.08	52049	8	47	26	0.08	28	0.15	0.15	380	44700	56.3	2.94	2008	2270
0.44	2.3	70	70	90	18	1.29	0.5	222	6435	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J07_Chi_Ha.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch08_Type97_Chi_Ha.png	47	LT	386	46	380	8.56	880	1400	1400	1800	45	0.72	15	20	64.64	430	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch08_Type97_Chi_Ha.png		False	203	160	Chi-Ha	China	81	122	25	77.08	6.6	47.06	944	11200	417	270	3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	810	810	810	13.25	51	17.17557251908397	0.75	53	22.69	4401	3	15	45	0.13	36	0.24	0.24	330	15720	48.59	1.53	1391	1552
0.38	2.3	85	85	100	18	0.96	0.34	261	40196	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J09_Chi_He.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J09_Chi_He.png	57	MT	450	44	520	7.58	1026	1758.6206896551726	1758.6206896551726	2068.9655172413795	45	0.71	15	20	62.92	570	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J09_Chi_He.png		False	218	120	Chi-He	Japan	100	131	29	75.91	5.75	48.15	987	10200	559	285	2.9	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	810	810	810	12.04	74	17.127403846153847	0.97	108	20.23	1633	4	20	45	0.12	30	0.22	0.22	340	16640	49.38	1.23	1446	1394
0.5	2.1	75	75	95	12	5.38	1.52	281	110	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J15_Chi_Ni.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J15_Chi_Ni.png	57	MT	453	66	293	24.32	1068	1323.529411764706	1323.529411764706	1676.4705882352941	30	1.25	15	20	54.14	380	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J15_Chi_Ni.png		False	266	120	Chi-Ni	Japan	30	55	28	50.24	12.22	51.31	1401	9000	352	135	3.4	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	355	355	355	44.92	42	14.0625	0.65	13	41.82	353	2	22	38	0.1	30	0.32	0.32	300	9600	57.27	5.96	2736	4803
0.37	2.3	125	125	175	18	0.97	0.25	296	46542	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J08_Chi_Nu.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J08_Chi_Nu.png	75	MT	484	24	636	5.84	1126	1500	1500	2100	44	0.6	10	15	62.66	700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J08_Chi_Nu.png		False	236	60	Chi-Nu	Japan	124	155	38	75.04	4.39	47.55	1037	7500	631	325	5	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	821	821	821	9.33	106	17.36111111111111	0.89	152	19.68	1377	5	22	45	0.12	36	0.22	0.22	350	18720	49.24	1.69	1252	1090
0.37	2.3	125	125	175	16	1.04	0.32	370	5762	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J12_Chi_Nu_Kai.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J12_Chi_Nu_Kai.png	75	MT	508	55	546	5.59	1038	1500	1500	2100	38.8	0.66	6.5	20	60.86	630	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J12_Chi_Nu_Kai.png		True	261	60	Chi-Nu Kai	Japan	124	155	38	77.08	4.31	48.59	1107	7500	589	240	5	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	821	821	821	9.19	161	11.401425178147269	0.73	156	23.62	51553	5	24	38	0.16	30	0.24	0.24	350	21050	49.11	0.52	1267	1069
0.35	1.7	130	130	175	18	0.83	0.28	422	38747	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J11_Chi_Ri.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J11_Chi_Ri.png	75	MT	764	69	1202	8.45	1213	1950	1950	2625	45	0.63	10	20	65.19	1350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png	1	False	271	105	Chi-Ri	Japan	155	186	38	71.32	6.03	48.88	1128	13650	1259	650	10	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	821	821	821	12.97	200	15.482825973036062	0.73	224	23.31	1121	7	25	47	0.12	36	0.18	0.18	370	41982	48.4	-0.48	1087	977
0.36	2.1	130	130	175	18	0.96	0.3	371	26258	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J10_Chi_To.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J10_Chi_To.png	75	MT	639	76	837	6.81	1143	2052.631578947369	2052.631578947369	2763.157894736842	45	0.65	10	20	61.71	950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J10_Chi_To.png		False	261	65	Chi-To	Japan	155	186	38	75.65	5.15	48.3	1070	8450	893	480	3.8	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	821	821	821	11.03	180	14.789708827607457	0.71	181	22.57	1889	6	23	43	0.1	36	0.2	0.2	360	32455	48.13	-0.17	1109	967
0.36	2.1	320	320	420	12	0.95	0.31	425	74253	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J32_Chi_To_SPG.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J32_Chi_To_SPG.png	105	TD	973	391	727	4.38	1011	2000	2000	2625	30	0.78	7	15	63.94	900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J32_Chi_To_SPG.png		False	309	40	Chi-To SP	Japan	205	244	60	76.69	3.36	49.14	1157	12800	1135	550	9.6	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	925	1050	900	6.86	390	15.107814860596072	0.41	153	31.39	6241	7	31	32	0.08	26	0.19	0.19	350	36405	50.62	1.48	968	1241
0.32	1.5	400	400	515	15	0.37	0.24	592	28735	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB84_Chieftain_Mk6.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB84_Chieftain_Mk6.png	119.38	HT	2271	681	2116	9.04	1309	2909.090909090909	2909.090909090909	3745.4545454545455	42	0.84	10	20	77.92	2200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB84_Chieftain_Mk6.png		True	288	64	Chieftain	UK	270	310	140	65.42	5.92	52.83	1812	25600	2743	750	8.25	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1372	1350	671	11.61	417	13.711151736745887	0.92	371	27.09	15185	10	91	40	0.1	30	0.12	0.12	390	54700	50.95	-1.88	1704	1731
0.37	2.7	400	400	515	13	0.62	0.18	565	27993	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB110_FV4201_Chieftain_Prototype.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB110_FV4201_Chieftain_Prototype.png	119.38	HT	1654	859	1691	6.57	1256	2000	2000	2575	40	0.7	10	20	74.52	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB110_FV4201_Chieftain_Prototype.png		True	286	59	Chieftain P.	UK	262	310	120	66.6	4.37	50.92	1558	23600	2543	780	12	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1150	1350	1067	8.81	240	15.694164989939638	1.13	353	25.37	51793	9	55	27	0.13	27	0.22	0.22	390	49700	50.28	-0.64	1554	1458
0.36	2.2	240	240	320	15	0.62	0.11	437	23852	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB87_Chieftain_T95_turret.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB87_Chieftain_T95_turret.png	90	MT	782	395	1291	5.14	1228	1920	1920	2560	42	0.46	10	20	66.42	1400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB87_Chieftain_T95_turret.png		True	261	80	Chieftain/T95	UK	202	238	45	65.86	3.39	48.83	1093	19200	1735	850	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1143	1570	1143	7.75	218	17.10261569416499	0.89	314	19.3	15441	8	34	40	0.1	36	0.14	0.14	400	49700	46.44	-2.39	854	759
0.36	2.5	440	440	530	20	0.69	0.24	596	20081	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB97_Chimera.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB97_Chimera.png	127	MT	1587	328	1202	5.14	1408	1703.225806451613	1703.225806451613	2051.6129032258063	50	0.97	10	20	70.53	1400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB97_Chimera.png		True	300	40	Chimera	UK	218	252	64	76.25	3.92	51.55	1729	17600	1568	900	15.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1100	732	7.29	469	16.03249251817016	0.96	356	30.27	57425	8	44	30	0.12	26	0.2	0.2	380	56136	53.71	2.16	1679	1714
0.36	2.2	230	230	280	12	1.09	0.19	498	326448	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB140_FV224_Chopper.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB140_FV224_Chopper.png	83.4	HT	1059	473	1194	6.75	1103	1792.2077922077922	1792.2077922077922	2181.818181818182	34	0.73	10	20	71.03	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB140_FV224_Chopper.png		False	281	80	Chopper	UK	204	235	42	72.51	4.89	49.14	1149	18400	1653	780	7.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	930	1150	930	9.5	114	13.05985768103809	0.81	216	27.12	22865	7	32	22	0.12	30	0.2	0.2	360	59725	50.43	1.29	1198	1254
0.36	1.9	320	320	420	14	0.76	0.11	504	84935	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A115_Chrysler_K_GF.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A115_Chrysler_K_GF.png	105	HT	1136	1087	1470	6.29	1096	1900.9900990099009	1900.9900990099009	2495.0495049504952	35	0.56	6	15	75.93	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K_GF.png		True	258	100	Chrysler GF	USA	198	260	53	59.52	3.74	49.5	1241	32000	2604	1200	10.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	8.29	125	20.100502512562816	1.1	265	20.16	58657	8	40	32	0.1	24	0.2	0.2	380	59700	48.98	-0.52	1198	1128
0.36	1.9	320	320	420	14	0.68	0.08	497	10301	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A115_Chrysler_K.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A115_Chrysler_K.png	105	HT	1102	1074	1455	6.13	1091	1900.9900990099009	1900.9900990099009	2495.0495049504952	35	0.55	6	15	74.8	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K.png		True	259	100	Chrysler K	USA	198	260	53	59.2	3.63	49.77	1238	32000	2580	1200	10.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	8.2	128	20.100502512562816	1.09	264	19.82	60193	8	37	32	0.1	24	0.2	0.2	380	59700	49.34	-0.43	1146	1088
0.36	2	140	140	190	14	1.11	0.32	579	2148	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB150_Churchill_VII_A.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB150_Churchill_VII_A.png	75	HT	1084	537	1111	10.63	1051	1953.4883720930231	1953.4883720930231	2651.1627906976746	25	1.02	8	20	73.49	1200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB150_Churchill_VII_A.png		True	273	84	Chur Gloriana	UK	148	208	38	76.24	8.1	50.82	1425	11760	1591	380	4.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	785	981	785	14.46	143	9.393849500642737	0.82	217	30.59	23633	6	34	24	0.14	30	0.16	0.16	360	40452	55.77	4.95	1599	1981
0.34	2.1	280	280	370	12	0.77	0.31	313	2725	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB40_Gun_Carrier_Churchill.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB40_Gun_Carrier_Churchill.png	94	TD	635	53	578	3.59	812	1768.421052631579	1768.421052631579	2336.842105263158	25.7	0.6	10	15	56.07	730	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB40_Gun_Carrier_Churchill.png		False	297	46	Churchill GC	UK	220	252	47	77.13	2.77	49.08	1214	12880	651	350	9.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	878	1098	878	6.41	340	8.604582554823484	0.23	93	29.61	9809	6	18	28	0.16	26	0.2	0.2	340	40676	47.52	-1.56	1008	900
0.37	1.7	75	75	100	14	1.33	0.22	312	63555	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB08_Churchill_I.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB08_Churchill_I.png	57	HT	511	315	826	11.38	903	2045.4545454545453	2045.4545454545453	2727.272727272727	25.7	0.61	9	20	68.89	920	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB08_Churchill_I.png		False	256	145	Churchill I	UK	110	180	30	63.1	7.18	47.57	908	10875	1086	380	2.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	892	1115	892	16.52	68	9.590147385422975	0.63	138	23.88	2897	5	20	28	0.08	34	0.18	0.18	350	39624	48.21	0.64	947	886
0.434285714285714	2.28571428571429	75	75		14	1.27	0.21	577	46736	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R33_Churchill_LL.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R33_Churchill_LL.png	57	HT	647	327	861	11.94	953	1968.7499999999964	1968.7499999999964		28	0.77	6	12	69.07	920	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R33_Churchill_LL.png		True	246	170	Churchill III	USSR	110	180		73.9	8.82	48.65	1087	12750	1147	374	2.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR		892	1115		17.29	66	9.47795235681703	0.88	160	22.38	51713	5	19	20	0.08	34.13	0.19	0.19	350	39460	50.24	1.59	1280	1260
0.36	2	140	140	190	14	1.31	0.2	423	213489	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB09_Churchill_VII.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB09_Churchill_VII.png	76.2	HT	742	481	1083	8.15	945	1953.4883720930231	1953.4883720930231	2651.1627906976746	25	0.66	8	20	69.63	1200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB09_Churchill_VII.png		False	271	84	Churchill VII	UK	148	208	38	68.64	5.6	48.03	987	11760	1514	380	4.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	785	981	785	11.71	95	9.393849500642737	0.58	176	26.49	4689	6	27	24	0.14	30	0.16	0.16	360	40452	49.56	1.53	1238	1107
0.38	3.8	360	490	515	25	0.58	0.28	554	307792	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB106_Cobra.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB106_Cobra.png	120	MT	1763	265	1378	6.16	1443	1585.3211009174313	2157.798165137615	2267.889908256881	40	1.08	10	13	74.49	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB106_Cobra.png	1.5	True	297	28	Cobra	UK	268	210	120	64.5	3.97	51.31	1581	10080	1635	600	50	HOLLOW_CHARGE	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	793	1165	793	8.27	399	18.58160421183029	0.75	298	28.33	60497	9	58	55	0.08	44	0.21	0.21	370	32290	50.94	-0.37	1603	1483
0.34	2.3	140	140	190	18	0.72	0.27	437	78583	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB22_Comet.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB22_Comet.png	76.2	MT	761	100	1127	7.58	1362	2153.846153846154	2153.846153846154	2923.0769230769233	51.5	0.66	12	20	64.55	1250	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB22_Comet.png		False	262	61	Comet	UK	164	221	38	73.94	5.6	48.54	1059	8540	1222	700	3.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	11.74	191	21.588280647648418	1.02	286	21.84	5457	7	26	40	0.12	46	0.16	0.16	380	32425	48.61	0.07	1103	1115
0.35	2.2	280	280	350	12	0.93	0.12	498	369983	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB148_FV227_Conceiver.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB148_FV227_Conceiver.png	94	HT	1082	785	1587	6.79	1108	2270.27027027027	2270.27027027027	2837.8378378378375	34	0.58	10	20	71.74	1700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB148_FV227_Conceiver.png		False	281	80	Conceiver	UK	219	248	47	61.72	4.19	49.08	1189	22400	2396	900	7.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	970	1190	970	9.47	119	13.289036544850498	0.82	249	24.52	23121	8	39	24	0.12	30	0.18	0.18	370	67725	49.22	0.14	1119	1113
0.38	2.3	400	400	515	18	0.51	0.25	678	138479	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A128_concept_1b.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A128_concept_1b.png	110	HT	2231	886	1719	8.65	1501	2181.8181818181815	2181.8181818181815	2809.090909090909	45	1.01	10	20	78.02	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A128_concept_1b.png		True	295	40	Concept 1B	USA	258	310	53	68.82	5.95	52.67	1841	16000	2595	900	11	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1478	1173	1173	11.08	334	20.785219399538107	1.57	429	30.41	62753	9	64	42	0.08	32	0.14	0.14	400	43300	56.26	3.59	1890	2070
0.27	1.8	460	460	540	32	0.31	0.37	548	404803	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB120_Concept_No_5.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB120_Concept_No_5.png	110	MT	2325	121	1642	6.94	1854	2358.9743589743593	2358.9743589743593	2769.2307692307695	65	0.93	8	16	75.11	1900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB120_Concept_No_5.png		False	309	40	Concept 5	UK	260	328	55	77.88	5.41	53.18	1896	18400	1692	580	11.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1230	1420	1120	9.24	1085	25.550660792951543	1.03	458	29.92	19281	10	81	40	0.06	50	0.1	0.1	400	22700	51.47	-1.71	1940	1821
0.33	1.9	400	400	515	12	0.76	0.14	539	236696	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB12_Conqueror.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB12_Conqueror.png	120	HT	1505	946	1889	6.82	1134	2123.8938053097345	2123.8938053097345	2734.513274336283	34.3	0.63	10	15	76.95	2000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB12_Conqueror.png		False	285	35	Conqueror	UK	259	326	120	63.08	4.3	48.73	1146	14000	2837	1000	11.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	8.86	209	15.264379045060448	0.89	296	25.15	4433	9	53	33	0.1	32	0.12	0.12	400	65512	49.04	0.31	1248	1193
