accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	bigImage	caliber	class	dpm1	dpm2	dpm3	forwardSpeed	gunDepression	gunElevation	hp	image	intraClipReload	isPrem	maxAmmo	name	nation	pen1	pen2	pen3	potentialDamage	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	specificPower	tank_id	tier	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight
0.27	1.8	460	460	540	32	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB120_Concept_No_5.png	110	MT	2358.9743589743593	2358.9743589743593	2769.2307692307695	65	8	16	1900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB120_Concept_No_5.png		False	40	Concept 5	UK	260	328	55	18400	580	11.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1230	1420	1120	25.550660792951543	19281	10	40	0.06	50	0.1	0.1	400	22700
0.4	3	440	440	530	13	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R169_ST_II.png	122	HT	2357.1428571428573	2357.1428571428573	2839.2857142857147	40	8	20	2500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R169_ST_II.png		False	40	ST-II	USSR	258	310	68	17600	840	11.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	940	920	940	12.174265920751326	22273	10	26	0.06	23	0.14	0.14	390	68998
0.36	2.3	440	440	580	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R135_T_103.png	130	TD	2357.1428571428573	2357.1428571428573	3107.1428571428573	40	8	30	1250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R135_T_103.png		True	50	T-103	USSR	258	307	65	22000	900	11.2	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	870	870	870	14.348345954563571	48385	8	30	0.16	15	0.23	0.23	380	62725
0.28	1.6	420	420	515	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G168_KJpz_T_III.png	120	TD	2355.140186915888	2355.140186915888	2887.8504672897197	45	7	12	1650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G168_KJpz_T_III.png		True	44	TIII Jäger	Germany	268	326	65	18480	850	10.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1210	1415	980	17.164781906300483	33041	9	40	0.06	30	0.3	0.3	370	49520
0.37	2.3	400	400	515	17	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A144_M_VI_Y.png	120	HT	2352.9411764705883	2352.9411764705883	3029.4117647058824	40	10	20	1900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A144_M_VI_Y.png		False	38	M-VI-Y	USA	253	310	60	15200	780	10.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1000	1000	900	16.88786888085392	21281	9	28	0.1	34	0.18	0.18	390	46187
0.38	2.7	490	490	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R155_Object_277.png	130	HT	2352	2352	3072	55	5.5	15.5	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R155_Object_277.png		False	35	Obj. 277	USSR	265	340	65	17150	950	12.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1030	1030	930	17.36745886654479	22017	10	32	0.08	27	0.16	0.16	400	54700
0.32	1.6	800	800	980	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz40_DBV_152.png	152	TD	2341.4634146341464	2341.4634146341464	2868.292682926829	52	7	15	1750	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz40_DBV_152.png		True	35	DBV-152	Czech	281	330	76	28000	700	20.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1160	880	880	20.771513353115726	6513	10	28	0.2	18	0.3	0.3	370	33700
0.34	1.7	320	320	420	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G18_JagdPanther.png	105	TD	2341.4634146341464	2341.4634146341464	3073.1707317073174	55	8	14	900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G18_JagdPanther.png		False	40	JPanther	Germany	208	252	60	12800	760	8.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1188	950	16.607302842908027	3857	7	35	0.08	26	0.2	0.2	350	45763
0.34	2.2	390	390	480	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB143_FV229_Contender.png	105	HT	2340	2340	2880	34	10	20	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB143_FV229_Contender.png		False	80	Contender	UK	248	303	53	31200	1050	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1030	1240	1030	13.689700130378096	23377	9	24	0.12	30	0.18	0.18	380	76700
0.37	2	390	390	530	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R204_ISU_122_2.png	122	TD	2340	2340	3180	40	5	15	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R204_ISU_122_2.png		True	60	ISU-122-2	USSR	258	300	68	23400	750	10	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	850	850	15.082956259426847	36097	8	30	0.1	18	0.15	0.15	370	49725
0.35	3	390	390	480	50	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S21_UDES_03.png	105	TD	2340	2340	2880	70	1	20	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S21_UDES_03.png		False	40	UDES 03	Sweden	288	330	53	15600	500	10	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1385	1560	640	24.289531212047606	4225	8	40	0.2	16	0.4	0.1	350	20585
0.32	2.3	230	230	280	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB93_Caernarvon_AX.png	83.4	HT	2338.9830508474574	2338.9830508474574	2847.457627118644	36.3	10	20	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB93_Caernarvon_AX.png		True	50	Caernarvon AX	UK	226	258	42	11500	950	5.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1020	1275	1020	14.683153013910356	56657	8	28	0.16	36	0.16	0.16	380	64700
0.55	2.3	350	350	410	22	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G158_VK2801_105_SPXXI.png	105	LT	2333.3333333333335	2333.3333333333335	2733.3333333333335	64	10	20	680	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G158_VK2801_105_SPXXI.png		True	42	VK 28.01 105	Germany	64	104	53	14700	700	9	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	470	376	470	26.30293465599519	25617	6	46	0.16	44	0.14	0.14	380	26613
0.55	2	350	350	410	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G101_StuG_III.png	105	TD	2333.3333333333335	2333.3333333333335	2733.3333333333335	40	6	20	400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png		False	42	StuG III B	Germany	92	104	53	14700	480	9	HOLLOW_CHARGE	HOLLOW_CHARGE	HIGH_EXPLOSIVE	376	376	470	20.788220008661757	17937	4	40	0.08	44	0.2	0.2	310	23090
0.35	1.7	175	175	260	24	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A97_M41_Bulldog.png	76	LT	2333.3333333333335	2333.3333333333335	3466.666666666667	68	10	20	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A97_M41_Bulldog.png		False	65	Bulldog	USA	190	230	38	11375	800	4.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1219	975	975	34.45157400628741	17953	8	65	0.06	50	0.12	0.12	400	23221
0.36	2.2	400	400	515	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G174_Kpz3_GST_Turm.png	120	TD	2330.0970873786405	2330.0970873786405	2999.9999999999995	38	8	20	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G174_Kpz3_GST_Turm.png		True	50	GST Turm	Germany	244	300	60	20000	770	10.3	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1150	950	950	15.120274914089347	29969	8	33	0.1	30	0.16	0.16	360	50925
0.35	2.5	400	400	515	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F37_AMX50_Foch.png	120	TD	2330.0970873786405	2330.0970873786405	2999.9999999999995	50	6	18	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F37_AMX50_Foch.png	2.4	False	68	Foch	France	257	325	65	27200	1070	34	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	21.45148356054531	11073	9	35	0.1	26	0.15	0.15	380	49880
0.35	2.4	390	480	480	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB80_Charioteer.png	105	TD	2316.831683168317	2851.4851485148515	2851.4851485148515	52	10	12	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB80_Charioteer.png		False	30	Charioteer	UK	268	210	105	11700	700	10.1	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	1478	1173	1173	23.317788141239173	14673	8	42	0.1	18	0.25	0.25	370	30020
0.35	2.4	390	480	480	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB133_Charioteer_MkVII.png	105	TD	2316.831683168317	2851.4851485148515	2851.4851485148515	52	10	12	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB133_Charioteer_MkVII.png		True	30	Nomad	UK	268	210	105	11700	700	10.1	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	1478	1173	1173	23.317788141239173	62545	8	42	0.1	18	0.25	0.25	370	30020
0.3	2.2	400	400	515	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G165_Erich_Konzept_I.png	120	MT	2307.6923076923076	2307.6923076923076	2971.153846153846	65	10	12	1650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G165_Erich_Konzept_I.png		True	50	Kpz EK I	Germany	270	320	60	20000	1000	10.4	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1350	1173	1173	22.88329519450801	26641	9	48	0.1	38	0.14	0.14	400	43700
0.34	2	200	200	280	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R205_Tank_Rozanova.png	85	MT	2307.6923076923076	2307.6923076923076	3230.769230769231	42	6	20	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R205_Tank_Rozanova.png		True	60	TITT	USSR	212	242	50	12000	520	5.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1300	1100	13.089993706733795	35841	8	30	0.12	36	0.18	0.18	380	39725
0.46	2	300	300	360	25	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R132_VNII_100LT.png	100	LT	2307.6923076923076	2307.6923076923076	2769.2307692307695	72	5	15	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R132_VNII_100LT.png		False	43	T-100 LT	USSR	230	248	50	12900	720	7.8	ARMOR_PIERCING_CR	ARMOR_PIERCING	HIGH_EXPLOSIVE	1200	790	460	48.97959183673469	19201	10	56	0.05	53	0.06	0.06	390	14700
0.34	2	200	200	280	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R205_Tank_Rozanova_Obsidian.png	85	MT	2307.6923076923076	2307.6923076923076	3230.769230769231	42	6	20	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R205_Tank_Rozanova_Obsidian.png		True	60	Obsidian	USSR	212	242	50	12000	520	5.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1300	1100	13.089993706733795	37377	8	30	0.12	36	0.18	0.18	380	39725
0.37	2.7	750	750	1100	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A83_T110E4.png	155	TD	2307.6923076923076	2307.6923076923076	3384.6153846153848	35	6	12	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A83_T110E4.png		False	27	T110E4	USA	295	375	90	20250	950	19.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	870	1088	870	14.906403477114749	13089	10	26	0.2	20	0.2	0.2	390	63731
0.38	2.5	360	360	480	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R191_Object_283.png	100	MT	2300.3194888178914	2300.3194888178914	3067.0926517571884	50	6	20	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R191_Object_283.png		True	50	Obj. 283	USSR	226	300	50	18000	680	9.39	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	950	850	950	18.02518223989397	34817	9	50	0.18	40	0.14	0.14	380	37725
0.42	3.7	1150	1750	1750	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB83_FV4005.png	182.9	TD	2300	3500	3500	32	10	8	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB83_FV4005.png		False	20	FV4005	UK	310	230	92	23000	950	30	ARMOR_PIERCING	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	830	830	830	18.733977519226976	13905	10	26	0.3	16	0.32	0.32	390	50710
0.4	3.4	1150	1750	1750	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB48_FV215b_183.png	182.9	TD	2300	3500	3500	34.3	5	15	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB48_FV215b_183.png		True	20	FV215b 183	UK	310	230	92	23000	800	30	ARMOR_PIERCING	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	830	830	830	13.40033500837521	9297	10	24	0.4	16	0.26	0.26	390	59700
0.35	2.4	390	390	480	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F18_Bat_Chatillon25t.png	105	MT	2298.214285714286	2298.214285714286	2828.571428571429	65	6	11	1800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F18_Bat_Chatillon25t.png	2.727272727272727	False	50	B-C 25 t	France	259	330	53	19500	720	40	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1460	800	800	28.823058446757408	3649	10	42	0.1	38	0.14	0.14	400	24980
0.36	3	750	750	1100	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R126_Object_730_5.png	152	TD	2295.918367346939	2295.918367346939	3367.34693877551	48	5	15	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R126_Object_730_5.png		True	30	Obj. 268/5	USSR	303	395	90	22500	750	19.6	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	950	760	760	15.090543259557345	50689	10	20	0.2	18	0.22	0.22	360	49700
0.36	2.3	440	440	530	13	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R157_Object_279R.png	122	HT	2295.6521739130435	2295.6521739130435	2765.217391304348	35	5	15	2300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R157_Object_279R.png		True	40	Obj. 279 (e)	USSR	258	320	68	17600	850	11.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	940	920	940	14.23785594639866	46849	10	30	0.06	28	0.18	0.18	400	59700
0.42	2.5	440	440	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R90_IS_4M.png	122	HT	2295.6521739130435	2295.6521739130435	2765.217391304348	43	6	16	2500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R90_IS_4M.png		False	40	IS-4	USSR	258	340	68	17600	850	11.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	940	920	940	14.042391501875072	6145	10	30	0.06	25	0.18	0.18	400	60531
0.35	2.3	520	520	660	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R159_SU_130PM.png	130	TD	2294.117647058824	2294.117647058824	2911.764705882353	65	7	37	1100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R159_SU_130PM.png		True	30	SU-130PM	USSR	243	320	65	15600	400	13.6	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1030	1030	930	16.859852476290833	45057	8	36	0.14	22	0.22	0.22	360	23725
0.4	3	390	390	480	45	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S22_Strv_S1.png	105	TD	2294.117647058824	2294.117647058824	2823.5294117647063	50	1	1	1000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S22_Strv_S1.png		True	50	Strv S1	Sweden	288	330	53	19500	540	10.2	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1450	1400	650	16.50114591291062	52097	8	26	0.1	16	0.4	0.1	350	32725
0.35	2.3	520	520	660	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R159_SU_130PM_DR.png	130	TD	2294.117647058824	2294.117647058824	2911.764705882353	65	7	37	1100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R159_SU_130PM_DR.png		True	30	Forest Spirit	USSR	243	320	65	15600	400	13.6	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1030	1030	930	16.859852476290833	27905	8	36	0.14	22	0.22	0.22	360	23725
0.36	2.2	390	390	480	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S27_UDES_16.png	105	MT	2294.117647058824	2294.117647058824	2823.5294117647063	50	5	15	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S27_UDES_16.png		False	40	UDES 16	Sweden	234	263	53	15600	590	10.2	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1300	1370	900	21.299638989169676	5249	9	46	0.1	37	0.16	0.07	390	27700
0.42	2.5	650	650	840	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R149_Object_268_4.png	152	TD	2294.1176470588234	2294.1176470588234	2964.705882352941	40	5	15	1900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R149_Object_268_4.png		False	30	Obj. 268/4	USSR	293	360	90	19500	1200	17	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	960	960	960	16.06425702811245	20225	10	25	0.12	28	0.16	0.16	370	74700
0.32	1.8	240	240	320	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G112_KanonenJagdPanzer.png	90	TD	2285.714285714286	2285.714285714286	3047.6190476190477	70	8	15	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G112_KanonenJagdPanzer.png		True	51	KanJPz	Germany	238	250	102	12240	500	6.3	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1030	1145	755	19.66568338249754	61969	8	46	0.16	22	0.24	0.24	360	25425
0.32	1.9	240	240	295	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G40_Nashorn.png	88	TD	2285.714285714286	2285.714285714286	2809.5238095238096	40	5	20	670	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G40_Nashorn.png		False	40	Nashorn	Germany	203	237	44	9600	385	6.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	16.203703703703702	11793	6	45	0.08	26	0.22	0.22	360	23760
0.33	2	320	320	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G144_Kpz_50t.png	105	MT	2285.7142857142853	2285.7142857142853	3000	60	8	17	1750	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png		True	50	Kpz 50 t	Germany	268	310	53	16000	900	8.4	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1478	1173	1173	18.10865191146881	47121	9	38	0.12	35	0.16	0.16	400	49700
0.55	2.3	175	110		18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A25_M2_med.png	75	MT	2282.608695652174	1434.7826086956522		43	20	40	375	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A25_M2_med.png		False	80	M2 Medium	USA	38	92		14000	400	4.6	HIGH_EXPLOSIVE	HOLLOW_CHARGE		620	496		19.31154347511225	4897	3	40	0.16	39	0.23	0.23	370	20713
0.34	2	125	125	175	30	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB122_Staghound_Mk_III.png	75	MT	2272.727272727273	2272.727272727273	3181.818181818182	60	7	20	900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB122_Staghound_Mk_III.png		False	50	Staghound	UK	162	190	38	6250	320	3.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	815	977	780	24.786986831913246	20305	6	30	0.1	48	0.14	0.14	360	12910
0.4	2.8	530	530	700	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R228_KR_1.png	136	HT	2271.4285714285716	2271.4285714285716	3000	60	6	20	2600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R228_KR_1.png		False	30	KR-1	USSR	268	325	68	15900	1420	14	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1000	800	800	17.8168130489335	67585	11	28	0.063	23	0.168	0.168	400	79700
0.35	1.9	530	530	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R178_Object_780.png	130	HT	2271.4285714285716	2271.4285714285716	2742.8571428571427	45	7	15	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R178_Object_780.png		True	33	Obj. 780	USSR	267	311	65	17490	870	14	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1130	1480	930	17.575757575757574	32001	10	34	0.08	30	0.17	0.17	410	49500
0.35	2.2	280	280	350	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB148_FV227_Conceiver.png	94	HT	2270.27027027027	2270.27027027027	2837.8378378378375	34	10	20	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB148_FV227_Conceiver.png		False	80	Conceiver	UK	219	248	47	22400	900	7.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	970	1190	970	13.289036544850498	23121	8	24	0.12	30	0.18	0.18	370	67725
0.35	2.3	490	490	630	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G44_JagdTigerH.png	128	TD	2261.5384615384614	2261.5384615384614	2907.6923076923076	38	7.5	15	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G44_JagdTigerH.png		True	40	Jagdtiger Pr	Germany	246	311	65	19600	700	13	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	920	1150	920	9.380863039399625	49425	8	20	0.08	26	0.18	0.18	370	74620
0.35	2.1	320	320	420	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch11_110.png	100	HT	2258.823529411765	2258.823529411765	2964.705882352941	47	6	15	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch11_110.png		False	40	110	China	227	265	50	12800	700	8.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1188	950	13.946445648708957	2865	8	34	0.08	30	0.18	0.18	380	50192
0.38	2.7	320	320	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R187_Object_590.png	100	MT	2258.823529411765	2258.823529411765	2964.705882352941	52	6	23	1800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R187_Object_590.png	3	True	45	Obj. 590	USSR	238	268	50	14400	700	8.5	ARMOR_PIERCING_CR	ARMOR_PIERCING	HIGH_EXPLOSIVE	1480	895	780	17.587939698492463	33793	9	44	0.1	40	0.2	0.2	380	39800
0.35	2.7	400	400	515	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F09_AMX_50_120.png	120	HT	2258.823529411765	2258.823529411765	2908.2352941176473	65	9	11	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F09_AMX_50_120.png	2.5	False	40	AMX 50 120	France	257	325	65	16000	1110	35	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	18.589850946240162	3905	9	42	0.12	32	0.2	0.2	390	59710
0.4	2.7	440	440	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch61_DZT_159.png	122	MT	2256.410256410257	2256.410256410257	2717.9487179487182	40	7	18	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch61_DZT_159.png		True	40	DZT-159	China	260	310	68	17600	640	11.7	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1150	1000	1150	15.724815724815725	65585	9	40	0.08	25	0.2	0.2	390	40700
0.34	2	500	500	630	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J31_Type_5_KaRi.png	127	TD	2255.639097744361	2255.639097744361	2842.105263157895	40	7	15	1250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J31_Type_5_KaRi.png		True	40	Ka-Ri	Japan	252	298	90	20000	750	13.3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	980	1150	900	16.75790414478829	53345	8	38	0.08	22	0.16	0.16	380	44755
